"type","no_of_genes","score","query"
"precision, tissue","3",0.725423728813559,"OR query"
"recall, tissue","3",0.83921568627451,"OR query"
"precision","4",0.136447449293178,"OR query"
"recall","4",0.870588235294118,"OR query"
"precision, tissue","4",0.421252371916509,"OR query"
"recall, tissue","4",0.870588235294118,"OR query"
"precision","5",0.11094674556213,"OR query"
"recall","5",0.882352941176471,"OR query"
"precision, tissue","5",0.364667747163695,"OR query"
"recall, tissue","5",0.882352941176471,"OR query"
"precision","1",0.301075268817204,"OR query"
"recall","1",0.549019607843137,"OR query"
"precision, tissue","1",0.482758620689655,"OR query"
"recall, tissue","1",0.549019607843137,"OR query"
"precision","2",0.148936170212766,"OR query"
"recall","2",0.549019607843137,"OR query"
"precision, tissue","2",0.451612903225806,"OR query"
"recall, tissue","2",0.549019607843137,"OR query"
"precision","3",0.118143459915612,"OR query"
"recall","3",0.549019607843137,"OR query"
"precision, tissue","3",0.4,"OR query"
"recall, tissue","3",0.549019607843137,"OR query"
"precision","4",0.118110236220472,"OR query"
"recall","4",0.588235294117647,"OR query"
"precision, tissue","4",0.365853658536585,"OR query"
"recall, tissue","4",0.588235294117647,"OR query"
"precision","5",0.112244897959184,"OR query"
"recall","5",0.647058823529412,"OR query"
"precision, tissue","5",0.358695652173913,"OR query"
"recall, tissue","5",0.647058823529412,"OR query"
"precision","1",0.0882352941176471,"OR query"
"recall","1",0.075,"OR query"
"precision, tissue","1",0.6,"OR query"
"recall, tissue","1",0.075,"OR query"
"precision","2",0.0588235294117647,"OR query"
"recall","2",0.2,"OR query"
"precision, tissue","2",0.727272727272727,"OR query"
"recall, tissue","2",0.2,"OR query"
"precision","3",0.0566037735849057,"OR query"
"recall","3",0.3,"OR query"
"precision, tissue","3",0.307692307692308,"OR query"
"recall, tissue","3",0.3,"OR query"
"precision","4",0.0552995391705069,"OR query"
"recall","4",0.3,"OR query"
"precision, tissue","4",0.307692307692308,"OR query"
"recall, tissue","4",0.3,"OR query"
"precision","5",0.0535714285714286,"OR query"
"recall","5",0.3,"OR query"
"precision, tissue","5",0.307692307692308,"OR query"
"recall, tissue","5",0.3,"OR query"
"precision","1",0.302631578947368,"OR query"
"recall","1",0.333333333333333,"OR query"
"precision, tissue","1",0.821428571428571,"OR query"
"recall, tissue","1",0.333333333333333,"OR query"
"precision","2",0.0966542750929368,"OR query"
"recall","2",0.753623188405797,"OR query"
"precision, tissue","2",0.732394366197183,"OR query"
"recall, tissue","2",0.753623188405797,"OR query"
"precision","3",0.0357732526141992,"OR query"
"recall","3",0.942028985507246,"OR query"
"precision, tissue","3",0.643564356435644,"OR query"
"recall, tissue","3",0.942028985507246,"OR query"
"precision","4",0.0212899185973701,"OR query"
"recall","4",0.985507246376812,"OR query"
"precision, tissue","4",0.557377049180328,"OR query"
"recall, tissue","4",0.985507246376812,"OR query"
"precision","5",0.0152329749103943,"OR query"
"recall","5",0.985507246376812,"OR query"
"precision, tissue","5",0.53125,"OR query"
"recall, tissue","5",0.985507246376812,"OR query"
"precision","1",0.0709382151029748,"OR query"
"recall","1",0.476923076923077,"OR query"
"precision, tissue","1",0.142201834862385,"OR query"
"recall, tissue","1",0.476923076923077,"OR query"
"precision","2",0.0585009140767824,"OR query"
"recall","2",0.492307692307692,"OR query"
"precision, tissue","2",0.145454545454545,"OR query"
"recall, tissue","2",0.492307692307692,"OR query"
"precision","3",0.0434227330779055,"OR query"
"recall","3",0.523076923076923,"OR query"
"precision, tissue","3",0.144067796610169,"OR query"
"recall, tissue","3",0.523076923076923,"OR query"
"precision","4",0.0390879478827362,"OR query"
"recall","4",0.553846153846154,"OR query"
"precision, tissue","4",0.141176470588235,"OR query"
"recall, tissue","4",0.553846153846154,"OR query"
"precision","5",0.0328467153284672,"OR query"
"recall","5",0.553846153846154,"OR query"
"precision, tissue","5",0.141176470588235,"OR query"
"recall, tissue","5",0.553846153846154,"OR query"
"precision","1",0.266666666666667,"OR query"
"recall","1",0.909090909090909,"OR query"
"precision, tissue","1",0.666666666666667,"OR query"
"recall, tissue","1",0.909090909090909,"OR query"
"precision","2",0.149659863945578,"OR query"
"recall","2",1,"OR query"
"precision, tissue","2",0.45360824742268,"OR query"
"recall, tissue","2",1,"OR query"
"precision","3",0.113695090439276,"OR query"
"recall","3",1,"OR query"
"precision, tissue","3",0.411214953271028,"OR query"
"recall, tissue","3",1,"OR query"
"precision","4",0.094017094017094,"OR query"
"recall","4",1,"OR query"
"precision, tissue","4",0.376068376068376,"OR query"
"recall, tissue","4",1,"OR query"
"precision","5",0.0816326530612245,"OR query"
"recall","5",1,"OR query"
"precision, tissue","5",0.325925925925926,"OR query"
"recall, tissue","5",1,"OR query"
"precision","1",0.423469387755102,"OR query"
"recall","1",0.636015325670498,"OR query"
"precision, tissue","1",0.864583333333333,"OR query"
"recall, tissue","1",0.636015325670498,"OR query"
"precision","2",0.284578696343402,"OR query"
"recall","2",0.685823754789272,"OR query"
"precision, tissue","2",0.802690582959641,"OR query"
"recall, tissue","2",0.685823754789272,"OR query"
"precision","3",0.244594594594595,"OR query"
"recall","3",0.693486590038314,"OR query"
"precision, tissue","3",0.797356828193833,"OR query"
"recall, tissue","3",0.693486590038314,"OR query"
"precision","4",0.19047619047619,"OR query"
"recall","4",0.704980842911877,"OR query"
"precision, tissue","4",0.763485477178423,"OR query"
"recall, tissue","4",0.704980842911877,"OR query"
"precision","5",0.181102362204724,"OR query"
"recall","5",0.704980842911877,"OR query"
"precision, tissue","5",0.760330578512397,"OR query"
"recall, tissue","5",0.704980842911877,"OR query"
"precision","1",0.0950226244343891,"OR query"
"recall","1",0.552631578947368,"OR query"
"precision, tissue","1",1,"OR query"
"recall, tissue","1",0.552631578947368,"OR query"
"precision","2",0.0608899297423888,"OR query"
"recall","2",0.684210526315789,"OR query"
"precision, tissue","2",1,"OR query"
"recall, tissue","2",0.684210526315789,"OR query"
"precision","3",0.0591966173361522,"OR query"
"recall","3",0.736842105263158,"OR query"
"precision, tissue","3",1,"OR query"
"recall, tissue","3",0.736842105263158,"OR query"
"precision","4",0.049645390070922,"OR query"
"recall","4",0.736842105263158,"OR query"
"precision, tissue","4",1,"OR query"
"recall, tissue","4",0.736842105263158,"OR query"
"precision","5",0.0418535127055306,"OR query"
"recall","5",0.736842105263158,"OR query"
"precision, tissue","5",1,"OR query"
"recall, tissue","5",0.736842105263158,"OR query"
"precision","1",0.0571428571428571,"OR query"
"recall","1",0.0689655172413793,"OR query"
"precision, tissue","1",1,"OR query"
"recall, tissue","1",0.0689655172413793,"OR query"
"precision","2",0.0434782608695652,"OR query"
"recall","2",0.0689655172413793,"OR query"
"precision, tissue","2",1,"OR query"
"recall, tissue","2",0.0689655172413793,"OR query"
"precision","3",0.0461538461538462,"OR query"
"recall","3",0.103448275862069,"OR query"
"precision, tissue","3",1,"OR query"
"recall, tissue","3",0.103448275862069,"OR query"
"precision","4",0.0459770114942529,"OR query"
"recall","4",0.137931034482759,"OR query"
"precision, tissue","4",1,"OR query"
"recall, tissue","4",0.137931034482759,"OR query"
"precision","5",0.0177514792899408,"OR query"
"recall","5",0.413793103448276,"OR query"
"precision, tissue","5",0.0273972602739726,"OR query"
"recall, tissue","5",0.413793103448276,"OR query"
"precision","1",0.397350993377483,"OR query"
"recall","1",0.918367346938776,"OR query"
"precision, tissue","1",0.772532188841202,"OR query"
"recall, tissue","1",0.918367346938776,"OR query"
"precision","2",0.256045519203414,"OR query"
"recall","2",0.918367346938776,"OR query"
"precision, tissue","2",0.656934306569343,"OR query"
"recall, tissue","2",0.918367346938776,"OR query"
"precision","3",0.147699757869249,"OR query"
"recall","3",0.933673469387755,"OR query"
"precision, tissue","3",0.541420118343195,"OR query"
"recall, tissue","3",0.933673469387755,"OR query"
"precision","4",0.0967741935483871,"OR query"
"recall","4",0.933673469387755,"OR query"
"precision, tissue","4",0.480314960629921,"OR query"
"recall, tissue","4",0.933673469387755,"OR query"
"precision","5",0.072156862745098,"OR query"
"recall","5",0.938775510204082,"OR query"
"precision, tissue","5",0.456575682382134,"OR query"
"recall, tissue","5",0.938775510204082,"OR query"
"precision","1",0.801526717557252,"OR query"
"recall","1",0.789473684210526,"OR query"
"precision, tissue","1",0.846774193548387,"OR query"
"recall, tissue","1",0.789473684210526,"OR query"
"precision","2",0.740425531914894,"OR query"
"recall","2",0.87218045112782,"OR query"
"precision, tissue","2",0.803695150115473,"OR query"
"recall, tissue","2",0.87218045112782,"OR query"
"precision","3",0.728370221327968,"OR query"
"recall","3",0.907268170426065,"OR query"
"precision, tissue","3",0.790393013100437,"OR query"
"recall, tissue","3",0.907268170426065,"OR query"
"precision","4",0.67513611615245,"OR query"
"recall","4",0.932330827067669,"OR query"
"precision, tissue","4",0.781512605042017,"OR query"
"recall, tissue","4",0.932330827067669,"OR query"
"precision","5",0.570135746606335,"OR query"
"recall","5",0.947368421052632,"OR query"
"precision, tissue","5",0.779381443298969,"OR query"
"recall, tissue","5",0.947368421052632,"OR query"
"precision","1",0.273809523809524,"OR query"
"recall","1",0.450980392156863,"OR query"
"precision, tissue","1",0.741935483870968,"OR query"
"recall, tissue","1",0.450980392156863,"OR query"
"precision","2",0.159010600706714,"OR query"
"recall","2",0.882352941176471,"OR query"
"precision, tissue","2",0.633802816901408,"OR query"
"recall, tissue","2",0.882352941176471,"OR query"
"precision","3",0.102222222222222,"OR query"
"recall","3",0.901960784313726,"OR query"
"precision, tissue","3",0.528735632183908,"OR query"
"recall, tissue","3",0.901960784313726,"OR query"
"precision","4",0.0847145488029466,"OR query"
"recall","4",0.901960784313726,"OR query"
"precision, tissue","4",0.51685393258427,"OR query"
"recall, tissue","4",0.901960784313726,"OR query"
"precision","5",0.0495156081808396,"OR query"
"recall","5",0.901960784313726,"OR query"
"precision, tissue","5",0.464646464646465,"OR query"
"recall, tissue","5",0.901960784313726,"OR query"
"precision","1",0.0562770562770563,"OR query"
"recall","1",0.742857142857143,"OR query"
"precision, tissue","1",0.896551724137931,"OR query"
"recall, tissue","1",0.742857142857143,"OR query"
"precision","2",0.0429184549356223,"OR query"
"recall","2",0.857142857142857,"OR query"
"precision, tissue","2",0.769230769230769,"OR query"
"recall, tissue","2",0.857142857142857,"OR query"
"precision","3",0.0370813397129187,"OR query"
"recall","3",0.885714285714286,"OR query"
"precision, tissue","3",0.775,"OR query"
"recall, tissue","3",0.885714285714286,"OR query"
"precision","4",0.0300546448087432,"OR query"
"recall","4",0.942857142857143,"OR query"
"precision, tissue","4",0.785714285714286,"OR query"
"recall, tissue","4",0.942857142857143,"OR query"
"precision","5",0.0246268656716418,"OR query"
"recall","5",0.942857142857143,"OR query"
"precision, tissue","5",0.785714285714286,"OR query"
"recall, tissue","5",0.942857142857143,"OR query"
"precision","1",0.0833333333333333,"OR query"
"recall","1",0.0363636363636364,"OR query"
"precision, tissue","1",0.666666666666667,"OR query"
"recall, tissue","1",0.0363636363636364,"OR query"
"precision","2",0.0579710144927536,"OR query"
"recall","2",0.0727272727272727,"OR query"
"precision, tissue","2",0.666666666666667,"OR query"
"recall, tissue","2",0.0727272727272727,"OR query"
"precision","3",0.036036036036036,"OR query"
"recall","3",0.145454545454545,"OR query"
"precision, tissue","3",0.727272727272727,"OR query"
"recall, tissue","3",0.145454545454545,"OR query"
"precision","4",0.0238429172510519,"OR query"
"recall","4",0.309090909090909,"OR query"
"precision, tissue","4",0.80952380952381,"OR query"
"recall, tissue","4",0.309090909090909,"OR query"
"precision","5",0.0237762237762238,"OR query"
"recall","5",0.309090909090909,"OR query"
"precision, tissue","5",0.80952380952381,"OR query"
"recall, tissue","5",0.309090909090909,"OR query"
"precision","1",0.235294117647059,"OR query"
"recall","1",0.857142857142857,"OR query"
"precision, tissue","1",0.6,"OR query"
"recall, tissue","1",0.857142857142857,"OR query"
"precision","2",0.179487179487179,"OR query"
"recall","2",1,"OR query"
"precision, tissue","2",0.636363636363636,"OR query"
"recall, tissue","2",1,"OR query"
"precision","3",0.12962962962963,"OR query"
"recall","3",1,"OR query"
"precision, tissue","3",0.608695652173913,"OR query"
"recall, tissue","3",1,"OR query"
"precision","4",0.105263157894737,"OR query"
"recall","4",1,"OR query"
"precision, tissue","4",0.56,"OR query"
"recall, tissue","4",1,"OR query"
"precision","5",0.0909090909090909,"OR query"
"recall","5",1,"OR query"
"precision, tissue","5",0.56,"OR query"
"recall, tissue","5",1,"OR query"
"precision","1",0.0833333333333333,"OR query"
"recall","1",1,"OR query"
"precision, tissue","1",0.393939393939394,"OR query"
"recall, tissue","1",1,"OR query"
"precision","2",0.0397553516819572,"OR query"
"recall","2",1,"OR query"
"precision, tissue","2",0.276595744680851,"OR query"
"recall, tissue","2",1,"OR query"
"precision","3",0.0277777777777778,"OR query"
"recall","3",1,"OR query"
"precision, tissue","3",0.0878378378378378,"OR query"
"recall, tissue","3",1,"OR query"
"precision","4",0.0271398747390397,"OR query"
"recall","4",1,"OR query"
"precision, tissue","4",0.0878378378378378,"OR query"
"recall, tissue","4",1,"OR query"
"precision","5",0.0181058495821727,"OR query"
"recall","5",1,"OR query"
"precision, tissue","5",0.0866666666666667,"OR query"
"recall, tissue","5",1,"OR query"
"precision","1",0.174129353233831,"OR query"
"recall","1",0.507246376811594,"OR query"
"precision, tissue","1",0.875,"OR query"
"recall, tissue","1",0.507246376811594,"OR query"
"precision","2",0.0796812749003984,"OR query"
"recall","2",0.869565217391304,"OR query"
"precision, tissue","2",0.526315789473684,"OR query"
"recall, tissue","2",0.869565217391304,"OR query"
"precision","3",0.0465282748747316,"OR query"
"recall","3",0.942028985507246,"OR query"
"precision, tissue","3",0.445205479452055,"OR query"
"recall, tissue","3",0.942028985507246,"OR query"
"precision","4",0.0423452768729642,"OR query"
"recall","4",0.942028985507246,"OR query"
"precision, tissue","4",0.422077922077922,"OR query"
"recall, tissue","4",0.942028985507246,"OR query"
"precision","5",0.0325162581290645,"OR query"
"recall","5",0.942028985507246,"OR query"
"precision, tissue","5",0.320197044334975,"OR query"
"recall, tissue","5",0.942028985507246,"OR query"
"precision","1",0.339572192513369,"OR query"
"recall","1",0.516260162601626,"OR query"
"precision, tissue","1",0.854260089686099,"OR query"
"recall, tissue","1",0.516260162601626,"OR query"
"precision","2",0.258620689655172,"OR query"
"recall","2",0.670731707317073,"OR query"
